nohup: ignoring input
timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/01/09 15:32:14.840, 4 %, 8 %, 506 MiB, 40
2026/01/09 15:32:17.841, 0 %, 9 %, 506 MiB, 40
2026/01/09 15:32:20.842, 13 %, 16 %, 506 MiB, 39
2026/01/09 15:32:23.843, 6 %, 12 %, 506 MiB, 39
2026/01/09 15:32:26.844, 17 %, 17 %, 506 MiB, 39
2026/01/09 15:32:29.846, 18 %, 19 %, 507 MiB, 39
2026/01/09 15:32:32.847, 6 %, 12 %, 506 MiB, 39
2026/01/09 15:32:35.848, 4 %, 11 %, 506 MiB, 39
2026/01/09 15:32:38.849, 0 %, 9 %, 506 MiB, 39
2026/01/09 15:32:41.851, 0 %, 9 %, 506 MiB, 38
2026/01/09 15:32:44.852, 0 %, 9 %, 506 MiB, 38
2026/01/09 15:32:47.853, 3 %, 2 %, 532 MiB, 40
2026/01/09 15:32:50.854, 3 %, 3 %, 532 MiB, 40
2026/01/09 15:32:53.855, 9 %, 6 %, 517 MiB, 40
2026/01/09 15:32:56.855, 7 %, 5 %, 516 MiB, 40
2026/01/09 15:32:59.856, 8 %, 6 %, 515 MiB, 41
2026/01/09 15:33:02.857, 1 %, 2 %, 516 MiB, 41
2026/01/09 15:33:05.858, 1 %, 2 %, 505 MiB, 41
2026/01/09 15:33:08.860, 5 %, 8 %, 511 MiB, 40
2026/01/09 15:33:11.861, 17 %, 17 %, 511 MiB, 39
2026/01/09 15:33:14.862, 0 %, 1 %, 542 MiB, 40
2026/01/09 15:33:17.863, 0 %, 1 %, 536 MiB, 40
2026/01/09 15:33:20.865, 0 %, 1 %, 534 MiB, 41
2026/01/09 15:33:23.866, 0 %, 1 %, 534 MiB, 41
2026/01/09 15:33:26.867, 0 %, 1 %, 527 MiB, 41
2026/01/09 15:33:29.868, 7 %, 5 %, 525 MiB, 41
2026/01/09 15:33:32.870, 0 %, 1 %, 518 MiB, 41
2026/01/09 15:33:35.871, 0 %, 1 %, 521 MiB, 41
2026/01/09 15:33:38.873, 0 %, 1 %, 521 MiB, 41
2026/01/09 15:33:41.874, 0 %, 1 %, 518 MiB, 41
2026/01/09 15:33:44.875, 1 %, 2 %, 538 MiB, 41
2026/01/09 15:33:47.876, 1 %, 2 %, 516 MiB, 41
2026/01/09 15:33:50.878, 1 %, 2 %, 512 MiB, 41
2026/01/09 15:33:53.879, 2 %, 2 %, 512 MiB, 41
2026/01/09 15:33:56.880, 21 %, 21 %, 533 MiB, 40
2026/01/09 15:33:59.881, 5 %, 9 %, 534 MiB, 40
2026/01/09 15:34:02.882, 0 %, 9 %, 521 MiB, 39
2026/01/09 15:34:05.883, 0 %, 9 %, 509 MiB, 39
2026/01/09 15:34:08.884, 5 %, 12 %, 508 MiB, 39
2026/01/09 15:34:11.886, 0 %, 9 %, 508 MiB, 39
2026/01/09 15:34:14.887, 13 %, 15 %, 508 MiB, 39
2026/01/09 15:34:17.888, 0 %, 9 %, 508 MiB, 39
2026/01/09 15:34:20.890, 8 %, 6 %, 508 MiB, 39
2026/01/09 15:34:23.891, 6 %, 5 %, 511 MiB, 40
2026/01/09 15:34:26.892, 7 %, 5 %, 511 MiB, 40
2026/01/09 15:34:29.894, 0 %, 1 %, 529 MiB, 40
2026/01/09 15:34:32.895, 8 %, 6 %, 530 MiB, 41
2026/01/09 15:34:35.896, 3 %, 3 %, 528 MiB, 41
2026/01/09 15:34:38.898, 1 %, 2 %, 527 MiB, 41
2026/01/09 15:34:41.899, 1 %, 2 %, 527 MiB, 41
2026/01/09 15:34:44.900, 1 %, 2 %, 527 MiB, 41
2026/01/09 15:34:47.901, 4 %, 4 %, 532 MiB, 41
2026/01/09 15:34:50.902, 0 %, 1 %, 527 MiB, 41
2026/01/09 15:34:53.903, 9 %, 6 %, 512 MiB, 41
2026/01/09 15:34:56.903, 9 %, 6 %, 510 MiB, 41
2026/01/09 15:34:59.904, 0 %, 1 %, 510 MiB, 41
2026/01/09 15:35:02.905, 0 %, 1 %, 511 MiB, 41
2026/01/09 15:35:05.905, 0 %, 5 %, 510 MiB, 40
2026/01/09 15:35:08.906, 0 %, 9 %, 510 MiB, 39
2026/01/09 15:35:11.906, 0 %, 9 %, 510 MiB, 39
2026/01/09 15:35:14.907, 0 %, 9 %, 510 MiB, 39
2026/01/09 15:35:17.908, 0 %, 1 %, 517 MiB, 40
2026/01/09 15:35:20.908, 2 %, 3 %, 511 MiB, 40
2026/01/09 15:35:23.909, 0 %, 1 %, 510 MiB, 40
2026/01/09 15:35:26.910, 3 %, 3 %, 510 MiB, 41
2026/01/09 15:35:29.910, 5 %, 4 %, 518 MiB, 41
2026/01/09 15:35:32.911, 0 %, 1 %, 511 MiB, 41
2026/01/09 15:35:35.911, 5 %, 4 %, 511 MiB, 41
2026/01/09 15:35:38.912, 2 %, 2 %, 510 MiB, 41
2026/01/09 15:35:41.913, 0 %, 1 %, 511 MiB, 41
2026/01/09 15:35:44.915, 0 %, 1 %, 511 MiB, 41
2026/01/09 15:35:47.916, 0 %, 1 %, 510 MiB, 41
2026/01/09 15:35:50.917, 0 %, 1 %, 510 MiB, 41
2026/01/09 15:35:53.919, 7 %, 10 %, 515 MiB, 41
2026/01/09 15:35:56.920, 0 %, 9 %, 527 MiB, 40
2026/01/09 15:35:59.921, 0 %, 1 %, 526 MiB, 40
2026/01/09 15:36:02.923, 2 %, 3 %, 530 MiB, 41
2026/01/09 15:36:05.924, 0 %, 1 %, 530 MiB, 41
2026/01/09 15:36:08.926, 0 %, 1 %, 519 MiB, 41
2026/01/09 15:36:11.927, 0 %, 1 %, 509 MiB, 41
2026/01/09 15:36:14.928, 8 %, 6 %, 509 MiB, 41
2026/01/09 15:36:17.930, 1 %, 2 %, 524 MiB, 41
2026/01/09 15:36:20.931, 0 %, 1 %, 531 MiB, 41
2026/01/09 15:36:23.932, 6 %, 4 %, 532 MiB, 41
2026/01/09 15:36:26.933, 1 %, 2 %, 535 MiB, 41
2026/01/09 15:36:29.934, 2 %, 2 %, 532 MiB, 41
2026/01/09 15:36:32.936, 1 %, 2 %, 528 MiB, 41
2026/01/09 15:36:35.937, 1 %, 2 %, 526 MiB, 41
2026/01/09 15:36:38.938, 9 %, 6 %, 542 MiB, 41
2026/01/09 15:36:41.939, 26 %, 24 %, 548 MiB, 41
2026/01/09 15:36:44.940, 11 %, 15 %, 544 MiB, 40
2026/01/09 15:36:47.941, 9 %, 14 %, 533 MiB, 40
2026/01/09 15:36:50.943, 7 %, 6 %, 533 MiB, 41
2026/01/09 15:36:53.943, 0 %, 1 %, 534 MiB, 41
2026/01/09 15:36:56.945, 2 %, 3 %, 528 MiB, 41
2026/01/09 15:36:59.945, 2 %, 3 %, 517 MiB, 41
2026/01/09 15:37:02.946, 0 %, 1 %, 512 MiB, 41
2026/01/09 15:37:05.946, 8 %, 6 %, 512 MiB, 41
2026/01/09 15:37:08.947, 0 %, 1 %, 512 MiB, 41
2026/01/09 15:37:11.948, 0 %, 1 %, 512 MiB, 41
2026/01/09 15:37:14.948, 0 %, 1 %, 512 MiB, 41
2026/01/09 15:37:17.949, 0 %, 1 %, 512 MiB, 41
2026/01/09 15:37:20.949, 0 %, 1 %, 512 MiB, 41
2026/01/09 15:37:23.950, 0 %, 1 %, 512 MiB, 41
2026/01/09 15:37:26.951, 0 %, 1 %, 512 MiB, 41
2026/01/09 15:37:29.951, 2 %, 2 %, 512 MiB, 41
2026/01/09 15:37:32.952, 0 %, 5 %, 512 MiB, 40
2026/01/09 15:37:35.953, 16 %, 17 %, 512 MiB, 40
2026/01/09 15:37:38.953, 0 %, 9 %, 512 MiB, 40
2026/01/09 15:37:41.954, 0 %, 9 %, 512 MiB, 39
2026/01/09 15:37:44.955, 0 %, 9 %, 512 MiB, 39
2026/01/09 15:37:47.956, 0 %, 9 %, 512 MiB, 39
2026/01/09 15:37:50.958, 0 %, 9 %, 512 MiB, 39
2026/01/09 15:37:53.959, 0 %, 9 %, 512 MiB, 39
2026/01/09 15:37:56.960, 0 %, 9 %, 512 MiB, 39
2026/01/09 15:37:59.962, 0 %, 9 %, 512 MiB, 39
2026/01/09 15:38:02.963, 0 %, 9 %, 512 MiB, 39
2026/01/09 15:38:05.964, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:08.966, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:11.967, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:14.969, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:17.970, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:20.971, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:23.973, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:26.974, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:29.976, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:32.977, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:35.978, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:38.980, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:41.981, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:44.983, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:47.984, 0 %, 9 %, 512 MiB, 38
2026/01/09 15:38:50.985, 7 %, 12 %, 512 MiB, 38
2026/01/09 15:38:53.987, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:38:56.988, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:38:59.989, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:02.991, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:05.992, 7 %, 12 %, 512 MiB, 37
2026/01/09 15:39:08.993, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:11.995, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:14.996, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:17.997, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:20.998, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:24.000, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:27.001, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:30.002, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:33.003, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:36.005, 7 %, 12 %, 512 MiB, 37
2026/01/09 15:39:39.006, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:42.008, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:45.009, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:48.010, 0 %, 9 %, 512 MiB, 37
2026/01/09 15:39:51.012, 7 %, 12 %, 512 MiB, 37
2026/01/09 15:39:54.013, 23 %, 20 %, 513 MiB, 37
2026/01/09 15:39:57.014, 0 %, 1 %, 512 MiB, 38
2026/01/09 15:40:00.016, 0 %, 5 %, 512 MiB, 37
2026/01/09 15:40:03.017, 6 %, 4 %, 532 MiB, 38
2026/01/09 15:40:06.018, 1 %, 2 %, 537 MiB, 39
2026/01/09 15:40:09.019, 2 %, 2 %, 546 MiB, 39
2026/01/09 15:40:12.021, 0 %, 1 %, 547 MiB, 39
2026/01/09 15:40:15.022, 0 %, 1 %, 547 MiB, 39
2026/01/09 15:40:18.024, 0 %, 1 %, 507 MiB, 39
2026/01/09 15:40:21.025, 0 %, 1 %, 503 MiB, 39
2026/01/09 15:40:24.027, 0 %, 1 %, 503 MiB, 39
2026/01/09 15:40:27.028, 0 %, 1 %, 503 MiB, 40
2026/01/09 15:40:30.030, 0 %, 1 %, 501 MiB, 40
2026/01/09 15:40:33.031, 0 %, 1 %, 535 MiB, 40
2026/01/09 15:40:36.032, 0 %, 1 %, 527 MiB, 40
2026/01/09 15:40:39.033, 0 %, 1 %, 518 MiB, 40
2026/01/09 15:40:42.035, 0 %, 1 %, 505 MiB, 40
2026/01/09 15:40:45.036, 0 %, 1 %, 509 MiB, 40
2026/01/09 15:40:48.038, 0 %, 8 %, 505 MiB, 39
2026/01/09 15:40:51.039, 6 %, 5 %, 525 MiB, 40
2026/01/09 15:40:54.040, 0 %, 1 %, 530 MiB, 40
2026/01/09 15:40:57.041, 0 %, 1 %, 518 MiB, 40
2026/01/09 15:41:00.042, 0 %, 1 %, 505 MiB, 40
2026/01/09 15:41:03.044, 0 %, 1 %, 528 MiB, 40
2026/01/09 15:41:06.045, 2 %, 3 %, 550 MiB, 41
2026/01/09 15:41:09.046, 2 %, 2 %, 538 MiB, 41
2026/01/09 15:41:12.047, 9 %, 6 %, 513 MiB, 41
2026/01/09 15:41:15.048, 1 %, 2 %, 517 MiB, 41
2026/01/09 15:41:18.050, 0 %, 1 %, 505 MiB, 41
2026/01/09 15:41:21.051, 1 %, 2 %, 533 MiB, 41
2026/01/09 15:41:24.053, 0 %, 1 %, 503 MiB, 41
2026/01/09 15:41:27.054, 0 %, 1 %, 498 MiB, 41
2026/01/09 15:41:30.055, 0 %, 1 %, 500 MiB, 41
2026/01/09 15:41:33.056, 6 %, 5 %, 516 MiB, 41
2026/01/09 15:41:36.057, 14 %, 15 %, 514 MiB, 40
2026/01/09 15:41:39.058, 0 %, 1 %, 501 MiB, 41
2026/01/09 15:41:42.059, 0 %, 1 %, 518 MiB, 41
2026/01/09 15:41:45.060, 9 %, 6 %, 519 MiB, 41
2026/01/09 15:41:48.060, 8 %, 6 %, 504 MiB, 41
2026/01/09 15:41:51.061, 6 %, 4 %, 502 MiB, 41
2026/01/09 15:41:54.062, 8 %, 6 %, 504 MiB, 41
2026/01/09 15:41:57.063, 0 %, 1 %, 497 MiB, 41
2026/01/09 15:42:00.064, 0 %, 1 %, 490 MiB, 41
2026/01/09 15:42:03.066, 0 %, 1 %, 490 MiB, 41
2026/01/09 15:42:06.067, 0 %, 1 %, 490 MiB, 41
2026/01/09 15:42:09.068, 0 %, 1 %, 490 MiB, 41
2026/01/09 15:42:12.070, 0 %, 1 %, 490 MiB, 41
2026/01/09 15:42:15.071, 0 %, 1 %, 494 MiB, 41
2026/01/09 15:42:18.073, 0 %, 1 %, 502 MiB, 41
2026/01/09 15:42:21.074, 0 %, 1 %, 498 MiB, 41
2026/01/09 15:42:24.076, 11 %, 13 %, 579 MiB, 40
2026/01/09 15:42:27.077, 0 %, 5 %, 568 MiB, 40
2026/01/09 15:42:30.078, 11 %, 6 %, 534 MiB, 41
2026/01/09 15:42:33.079, 0 %, 1 %, 521 MiB, 41
2026/01/09 15:42:36.080, 0 %, 1 %, 504 MiB, 41
2026/01/09 15:42:39.081, 1 %, 2 %, 514 MiB, 41
2026/01/09 15:42:42.082, 19 %, 7 %, 535 MiB, 41
2026/01/09 15:42:45.083, 0 %, 1 %, 544 MiB, 41
2026/01/09 15:42:48.085, 1 %, 2 %, 541 MiB, 41
2026/01/09 15:42:51.085, 3 %, 3 %, 536 MiB, 41
2026/01/09 15:42:54.086, 2 %, 2 %, 543 MiB, 41
2026/01/09 15:42:57.087, 0 %, 1 %, 553 MiB, 41
2026/01/09 15:43:00.088, 0 %, 1 %, 539 MiB, 41
2026/01/09 15:43:03.089, 0 %, 1 %, 542 MiB, 41
2026/01/09 15:43:06.089, 13 %, 8 %, 541 MiB, 41
2026/01/09 15:43:09.091, 0 %, 5 %, 540 MiB, 40
2026/01/09 15:43:12.092, 0 %, 9 %, 539 MiB, 40
2026/01/09 15:43:15.093, 0 %, 9 %, 538 MiB, 39
2026/01/09 15:43:18.094, 0 %, 9 %, 538 MiB, 39
2026/01/09 15:43:21.095, 0 %, 9 %, 538 MiB, 39
2026/01/09 15:43:24.096, 0 %, 9 %, 536 MiB, 39
2026/01/09 15:43:27.097, 0 %, 9 %, 536 MiB, 39
2026/01/09 15:43:30.098, 6 %, 5 %, 546 MiB, 40
2026/01/09 15:43:33.099, 0 %, 1 %, 542 MiB, 40
2026/01/09 15:43:36.100, 0 %, 1 %, 542 MiB, 40
2026/01/09 15:43:39.102, 0 %, 1 %, 542 MiB, 40
2026/01/09 15:43:42.103, 0 %, 1 %, 542 MiB, 41
2026/01/09 15:43:45.104, 0 %, 1 %, 541 MiB, 41
2026/01/09 15:43:48.105, 1 %, 2 %, 541 MiB, 41
2026/01/09 15:43:51.106, 0 %, 1 %, 541 MiB, 41
2026/01/09 15:43:54.107, 0 %, 1 %, 541 MiB, 41
2026/01/09 15:43:57.108, 0 %, 1 %, 541 MiB, 41
2026/01/09 15:44:00.109, 0 %, 5 %, 541 MiB, 40
2026/01/09 15:44:03.110, 0 %, 9 %, 541 MiB, 39
2026/01/09 15:44:06.112, 0 %, 9 %, 541 MiB, 39
2026/01/09 15:44:09.113, 0 %, 9 %, 541 MiB, 39
2026/01/09 15:44:12.114, 0 %, 9 %, 541 MiB, 39
2026/01/09 15:44:15.116, 0 %, 9 %, 541 MiB, 39
2026/01/09 15:44:18.117, 0 %, 9 %, 541 MiB, 39
2026/01/09 15:44:21.118, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:44:24.119, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:44:27.120, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:44:30.121, 3 %, 10 %, 541 MiB, 38
2026/01/09 15:44:33.123, 6 %, 12 %, 541 MiB, 38
2026/01/09 15:44:36.124, 6 %, 12 %, 541 MiB, 38
2026/01/09 15:44:39.125, 6 %, 12 %, 541 MiB, 38
2026/01/09 15:44:42.127, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:44:45.128, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:44:48.129, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:44:51.131, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:44:54.132, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:44:57.133, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:45:00.134, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:45:03.136, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:06.137, 0 %, 9 %, 541 MiB, 38
2026/01/09 15:45:09.139, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:12.140, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:15.142, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:18.143, 5 %, 11 %, 541 MiB, 37
2026/01/09 15:45:21.144, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:45:24.146, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:45:27.147, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:45:30.148, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:45:33.150, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:45:36.151, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:39.152, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:42.153, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:45.155, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:48.156, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:51.158, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:54.159, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:45:57.161, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:00.162, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:03.163, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:06.165, 4 %, 10 %, 541 MiB, 37
2026/01/09 15:46:09.166, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:46:12.167, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:46:15.169, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:46:18.170, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:46:21.171, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:46:24.173, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:46:27.174, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:46:30.176, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:33.177, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:36.178, 0 %, 9 %, 541 MiB, 36
2026/01/09 15:46:39.179, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:42.180, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:45.182, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:48.183, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:51.184, 0 %, 9 %, 541 MiB, 37
2026/01/09 15:46:54.186, 4 %, 11 %, 541 MiB, 37
2026/01/09 15:46:57.187, 6 %, 12 %, 541 MiB, 36
2026/01/09 15:47:00.189, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:47:03.190, 6 %, 12 %, 541 MiB, 37
2026/01/09 15:47:06.192, 6 %, 12 %, 541 MiB, 36
2026/01/09 15:47:09.193, 6 %, 12 %, 541 MiB, 36
2026/01/09 15:47:12.194, 6 %, 12 %, 541 MiB, 36
2026/01/09 15:47:15.197, 6 %, 12 %, 541 MiB, 36
2026/01/09 15:47:18.198, 6 %, 12 %, 541 MiB, 36
2026/01/09 15:47:21.199, 6 %, 12 %, 541 MiB, 36
2026/01/09 15:47:24.201, 6 %, 12 %, 525 MiB, 36
2026/01/09 15:47:27.202, 0 %, 9 %, 525 MiB, 36
2026/01/09 15:47:30.204, 0 %, 9 %, 525 MiB, 36
2026/01/09 15:47:33.205, 0 %, 9 %, 525 MiB, 36
2026/01/09 15:47:36.207, 0 %, 9 %, 525 MiB, 36
2026/01/09 15:47:39.209, 0 %, 9 %, 525 MiB, 36
2026/01/09 15:47:42.210, 5 %, 11 %, 525 MiB, 36
2026/01/09 15:47:45.211, 3 %, 10 %, 525 MiB, 36
2026/01/09 15:47:48.212, 6 %, 12 %, 525 MiB, 36
2026/01/09 15:47:51.214, 6 %, 12 %, 525 MiB, 36
2026/01/09 15:47:54.215, 11 %, 14 %, 525 MiB, 36
2026/01/09 15:47:57.217, 6 %, 5 %, 567 MiB, 38
2026/01/09 15:48:00.218, 7 %, 10 %, 565 MiB, 37
2026/01/09 15:48:03.219, 5 %, 12 %, 543 MiB, 37
2026/01/09 15:48:06.221, 10 %, 15 %, 542 MiB, 37
2026/01/09 15:48:09.226, 6 %, 12 %, 529 MiB, 37
2026/01/09 15:48:12.227, 6 %, 12 %, 529 MiB, 37
2026/01/09 15:48:15.229, 0 %, 2 %, 557 MiB, 38
2026/01/09 15:48:18.230, 8 %, 6 %, 561 MiB, 38
2026/01/09 15:48:21.231, 1 %, 2 %, 569 MiB, 38
2026/01/09 15:48:24.232, 4 %, 3 %, 549 MiB, 39
2026/01/09 15:48:27.233, 2 %, 3 %, 575 MiB, 39
2026/01/09 15:48:30.234, 1 %, 2 %, 557 MiB, 39
2026/01/09 15:48:33.236, 1 %, 2 %, 550 MiB, 39
2026/01/09 15:48:36.237, 1 %, 2 %, 553 MiB, 39
2026/01/09 15:48:39.238, 1 %, 2 %, 532 MiB, 39
2026/01/09 15:48:42.239, 1 %, 2 %, 533 MiB, 39
2026/01/09 15:48:45.240, 1 %, 2 %, 529 MiB, 39
2026/01/09 15:48:48.242, 5 %, 4 %, 535 MiB, 40
2026/01/09 15:48:51.243, 1 %, 4 %, 540 MiB, 39
2026/01/09 15:48:54.244, 5 %, 12 %, 540 MiB, 38
2026/01/09 15:48:57.245, 3 %, 10 %, 542 MiB, 38
2026/01/09 15:49:00.246, 61 %, 12 %, 571 MiB, 38
2026/01/09 15:49:03.247, 1 %, 2 %, 550 MiB, 39
2026/01/09 15:49:06.249, 1 %, 2 %, 523 MiB, 39
2026/01/09 15:49:09.250, 1 %, 2 %, 519 MiB, 39
2026/01/09 15:49:12.252, 1 %, 2 %, 518 MiB, 40
2026/01/09 15:49:15.253, 1 %, 2 %, 523 MiB, 40
2026/01/09 15:49:18.255, 1 %, 2 %, 519 MiB, 40
2026/01/09 15:49:21.256, 1 %, 2 %, 521 MiB, 40
2026/01/09 15:49:24.257, 1 %, 2 %, 521 MiB, 40
2026/01/09 15:49:27.259, 1 %, 2 %, 521 MiB, 40
2026/01/09 15:49:30.259, 2 %, 3 %, 521 MiB, 40
2026/01/09 15:49:33.260, 1 %, 2 %, 521 MiB, 40
2026/01/09 15:49:36.262, 1 %, 2 %, 537 MiB, 40
2026/01/09 15:49:39.263, 8 %, 6 %, 540 MiB, 40
2026/01/09 15:49:42.264, 8 %, 6 %, 537 MiB, 40
2026/01/09 15:49:45.264, 7 %, 5 %, 532 MiB, 41
2026/01/09 15:49:48.265, 21 %, 21 %, 529 MiB, 39
2026/01/09 15:49:51.266, 22 %, 21 %, 527 MiB, 39
2026/01/09 15:49:54.267, 2 %, 6 %, 531 MiB, 39
2026/01/09 15:49:57.268, 2 %, 6 %, 530 MiB, 39
2026/01/09 15:50:00.269, 2 %, 6 %, 519 MiB, 39
2026/01/09 15:50:03.271, 2 %, 6 %, 517 MiB, 39
2026/01/09 15:50:06.272, 1 %, 6 %, 517 MiB, 38
2026/01/09 15:50:09.274, 0 %, 5 %, 517 MiB, 38
2026/01/09 15:50:12.275, 2 %, 6 %, 517 MiB, 38
2026/01/09 15:50:15.276, 2 %, 6 %, 517 MiB, 38
2026/01/09 15:50:18.278, 2 %, 6 %, 517 MiB, 38
2026/01/09 15:50:21.279, 2 %, 6 %, 522 MiB, 38
2026/01/09 15:50:24.280, 2 %, 7 %, 529 MiB, 38
2026/01/09 15:50:27.281, 2 %, 7 %, 530 MiB, 38
2026/01/09 15:50:30.283, 2 %, 7 %, 526 MiB, 38
2026/01/09 15:50:33.284, 0 %, 5 %, 518 MiB, 38
2026/01/09 15:50:36.286, 0 %, 9 %, 518 MiB, 38
2026/01/09 15:50:39.287, 6 %, 12 %, 518 MiB, 38
2026/01/09 15:50:42.289, 6 %, 12 %, 518 MiB, 37
2026/01/09 15:50:45.290, 6 %, 12 %, 518 MiB, 37
2026/01/09 15:50:48.292, 6 %, 12 %, 518 MiB, 37
2026/01/09 15:50:51.293, 6 %, 12 %, 518 MiB, 37
2026/01/09 15:50:54.295, 6 %, 12 %, 523 MiB, 37
2026/01/09 15:50:57.296, 6 %, 12 %, 519 MiB, 37
2026/01/09 15:51:00.297, 6 %, 12 %, 519 MiB, 37
2026/01/09 15:51:03.299, 6 %, 12 %, 518 MiB, 37
2026/01/09 15:51:06.300, 6 %, 12 %, 518 MiB, 37
2026/01/09 15:51:09.302, 6 %, 12 %, 518 MiB, 37
2026/01/09 15:51:12.303, 6 %, 12 %, 518 MiB, 37
2026/01/09 15:51:15.305, 4 %, 11 %, 518 MiB, 37
2026/01/09 15:51:18.306, 0 %, 9 %, 518 MiB, 37
2026/01/09 15:51:21.308, 0 %, 9 %, 518 MiB, 37
2026/01/09 15:51:24.309, 0 %, 9 %, 518 MiB, 37
2026/01/09 15:51:27.311, 0 %, 9 %, 517 MiB, 37
2026/01/09 15:51:30.312, 6 %, 12 %, 517 MiB, 37
2026/01/09 15:51:33.313, 1 %, 2 %, 529 MiB, 38
2026/01/09 15:51:36.314, 2 %, 7 %, 525 MiB, 37
2026/01/09 15:51:39.316, 5 %, 12 %, 525 MiB, 37
2026/01/09 15:51:42.317, 6 %, 12 %, 517 MiB, 37
2026/01/09 15:51:45.318, 1 %, 2 %, 530 MiB, 38
2026/01/09 15:51:48.320, 1 %, 2 %, 526 MiB, 39
2026/01/09 15:51:51.321, 1 %, 2 %, 519 MiB, 39
2026/01/09 15:51:54.323, 0 %, 2 %, 519 MiB, 39
2026/01/09 15:51:57.324, 0 %, 1 %, 519 MiB, 39
2026/01/09 15:52:00.325, 0 %, 1 %, 519 MiB, 39
2026/01/09 15:52:03.327, 0 %, 1 %, 519 MiB, 39
2026/01/09 15:52:06.329, 0 %, 1 %, 519 MiB, 39
