nohup: ignoring input
timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/01/09 16:12:03.830, 9 %, 15 %, 544 MiB, 38
2026/01/09 16:12:06.832, 4 %, 12 %, 535 MiB, 38
2026/01/09 16:12:09.833, 4 %, 12 %, 535 MiB, 38
2026/01/09 16:12:12.835, 7 %, 14 %, 535 MiB, 38
2026/01/09 16:12:15.836, 4 %, 12 %, 535 MiB, 38
2026/01/09 16:12:18.837, 4 %, 12 %, 535 MiB, 38
2026/01/09 16:12:21.839, 4 %, 12 %, 535 MiB, 38
2026/01/09 16:12:24.840, 4 %, 12 %, 535 MiB, 38
2026/01/09 16:12:27.842, 4 %, 12 %, 535 MiB, 38
2026/01/09 16:12:30.843, 8 %, 15 %, 535 MiB, 38
2026/01/09 16:12:33.845, 8 %, 15 %, 535 MiB, 38
2026/01/09 16:12:36.846, 4 %, 12 %, 535 MiB, 37
2026/01/09 16:12:39.848, 11 %, 17 %, 535 MiB, 37
2026/01/09 16:12:42.849, 9 %, 14 %, 535 MiB, 37
2026/01/09 16:12:45.851, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:12:48.852, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:12:51.854, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:12:54.855, 12 %, 15 %, 535 MiB, 37
2026/01/09 16:12:57.857, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:13:00.859, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:13:03.860, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:13:06.861, 10 %, 15 %, 535 MiB, 37
2026/01/09 16:13:09.863, 12 %, 15 %, 535 MiB, 37
2026/01/09 16:13:12.864, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:13:15.866, 10 %, 14 %, 535 MiB, 37
2026/01/09 16:13:18.867, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:13:21.868, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:13:24.870, 13 %, 16 %, 535 MiB, 37
2026/01/09 16:13:27.871, 5 %, 12 %, 534 MiB, 37
2026/01/09 16:13:30.873, 5 %, 12 %, 535 MiB, 37
2026/01/09 16:13:33.874, 5 %, 12 %, 534 MiB, 37
2026/01/09 16:13:36.876, 5 %, 12 %, 534 MiB, 37
2026/01/09 16:13:39.877, 12 %, 15 %, 535 MiB, 37
2026/01/09 16:13:42.878, 5 %, 12 %, 534 MiB, 37
2026/01/09 16:13:45.880, 6 %, 12 %, 535 MiB, 37
2026/01/09 16:13:48.881, 10 %, 14 %, 534 MiB, 37
2026/01/09 16:13:51.882, 5 %, 12 %, 534 MiB, 37
2026/01/09 16:13:54.883, 6 %, 12 %, 535 MiB, 37
2026/01/09 16:13:57.884, 5 %, 12 %, 534 MiB, 37
2026/01/09 16:14:00.885, 8 %, 6 %, 560 MiB, 38
2026/01/09 16:14:03.886, 0 %, 7 %, 559 MiB, 37
2026/01/09 16:14:06.887, 0 %, 5 %, 550 MiB, 37
2026/01/09 16:14:09.888, 10 %, 13 %, 537 MiB, 37
2026/01/09 16:14:12.889, 20 %, 21 %, 538 MiB, 37
2026/01/09 16:14:15.891, 3 %, 7 %, 558 MiB, 37
2026/01/09 16:14:18.892, 0 %, 5 %, 557 MiB, 37
2026/01/09 16:14:21.893, 5 %, 8 %, 561 MiB, 37
2026/01/09 16:14:24.893, 21 %, 22 %, 558 MiB, 37
2026/01/09 16:14:27.895, 4 %, 8 %, 553 MiB, 37
2026/01/09 16:14:30.896, 10 %, 12 %, 553 MiB, 37
2026/01/09 16:14:33.897, 20 %, 21 %, 543 MiB, 37
2026/01/09 16:14:36.898, 6 %, 3 %, 552 MiB, 38
2026/01/09 16:14:39.904, 0 %, 1 %, 548 MiB, 39
2026/01/09 16:14:42.905, 0 %, 1 %, 528 MiB, 39
2026/01/09 16:14:45.906, 0 %, 1 %, 528 MiB, 39
2026/01/09 16:14:48.907, 0 %, 1 %, 590 MiB, 39
2026/01/09 16:14:51.908, 0 %, 5 %, 571 MiB, 38
2026/01/09 16:14:54.909, 7 %, 5 %, 566 MiB, 39
2026/01/09 16:14:57.910, 1 %, 2 %, 559 MiB, 39
2026/01/09 16:15:00.912, 10 %, 7 %, 551 MiB, 40
2026/01/09 16:15:03.913, 5 %, 4 %, 550 MiB, 40
2026/01/09 16:15:06.914, 0 %, 1 %, 547 MiB, 40
2026/01/09 16:15:09.915, 3 %, 2 %, 545 MiB, 40
2026/01/09 16:15:12.916, 4 %, 3 %, 555 MiB, 40
2026/01/09 16:15:15.917, 0 %, 1 %, 555 MiB, 40
2026/01/09 16:15:18.918, 0 %, 1 %, 562 MiB, 40
2026/01/09 16:15:21.920, 0 %, 1 %, 555 MiB, 40
2026/01/09 16:15:24.921, 0 %, 1 %, 556 MiB, 40
2026/01/09 16:15:27.922, 0 %, 1 %, 555 MiB, 40
2026/01/09 16:15:30.924, 5 %, 3 %, 609 MiB, 40
2026/01/09 16:15:33.925, 0 %, 1 %, 609 MiB, 40
2026/01/09 16:15:36.926, 0 %, 1 %, 609 MiB, 40
2026/01/09 16:15:39.927, 0 %, 5 %, 614 MiB, 40
2026/01/09 16:15:42.928, 1 %, 9 %, 609 MiB, 39
2026/01/09 16:15:45.930, 0 %, 2 %, 631 MiB, 40
2026/01/09 16:15:48.931, 1 %, 2 %, 629 MiB, 40
2026/01/09 16:15:51.932, 1 %, 2 %, 613 MiB, 40
2026/01/09 16:15:54.933, 3 %, 3 %, 613 MiB, 40
2026/01/09 16:15:57.935, 1 %, 2 %, 613 MiB, 40
2026/01/09 16:16:00.936, 1 %, 2 %, 613 MiB, 40
2026/01/09 16:16:03.938, 1 %, 2 %, 613 MiB, 41
2026/01/09 16:16:06.939, 1 %, 2 %, 613 MiB, 41
2026/01/09 16:16:09.940, 2 %, 2 %, 613 MiB, 41
2026/01/09 16:16:12.941, 1 %, 2 %, 613 MiB, 41
2026/01/09 16:16:15.943, 1 %, 2 %, 613 MiB, 41
2026/01/09 16:16:18.944, 1 %, 2 %, 613 MiB, 41
2026/01/09 16:16:21.946, 1 %, 2 %, 613 MiB, 41
2026/01/09 16:16:24.947, 2 %, 2 %, 613 MiB, 41
2026/01/09 16:16:27.948, 0 %, 5 %, 613 MiB, 40
2026/01/09 16:16:30.949, 5 %, 11 %, 613 MiB, 39
2026/01/09 16:16:33.951, 5 %, 11 %, 613 MiB, 39
2026/01/09 16:16:36.952, 5 %, 11 %, 613 MiB, 39
2026/01/09 16:16:39.953, 5 %, 11 %, 613 MiB, 39
2026/01/09 16:16:42.955, 5 %, 11 %, 613 MiB, 39
2026/01/09 16:16:45.956, 13 %, 7 %, 640 MiB, 40
2026/01/09 16:16:48.957, 1 %, 2 %, 638 MiB, 40
2026/01/09 16:16:51.958, 1 %, 2 %, 619 MiB, 40
2026/01/09 16:16:54.959, 1 %, 2 %, 645 MiB, 41
2026/01/09 16:16:57.960, 4 %, 2 %, 643 MiB, 41
2026/01/09 16:17:00.961, 0 %, 1 %, 626 MiB, 41
2026/01/09 16:17:03.962, 4 %, 4 %, 647 MiB, 41
2026/01/09 16:17:06.963, 11 %, 7 %, 657 MiB, 41
2026/01/09 16:17:09.964, 3 %, 3 %, 650 MiB, 41
2026/01/09 16:17:12.965, 0 %, 1 %, 628 MiB, 41
2026/01/09 16:17:15.966, 0 %, 1 %, 625 MiB, 41
2026/01/09 16:17:18.966, 0 %, 5 %, 626 MiB, 40
2026/01/09 16:17:21.967, 31 %, 27 %, 625 MiB, 40
2026/01/09 16:17:24.967, 19 %, 20 %, 626 MiB, 39
2026/01/09 16:17:27.968, 0 %, 9 %, 626 MiB, 39
2026/01/09 16:17:30.969, 0 %, 9 %, 625 MiB, 39
2026/01/09 16:17:33.970, 0 %, 9 %, 628 MiB, 39
2026/01/09 16:17:36.971, 0 %, 9 %, 625 MiB, 39
2026/01/09 16:17:39.973, 0 %, 1 %, 632 MiB, 40
2026/01/09 16:17:42.974, 0 %, 1 %, 635 MiB, 40
2026/01/09 16:17:45.975, 8 %, 6 %, 628 MiB, 40
2026/01/09 16:17:48.976, 4 %, 4 %, 655 MiB, 40
2026/01/09 16:17:51.977, 1 %, 2 %, 649 MiB, 41
2026/01/09 16:17:54.979, 1 %, 2 %, 648 MiB, 41
2026/01/09 16:17:57.980, 1 %, 2 %, 656 MiB, 41
2026/01/09 16:18:00.981, 8 %, 5 %, 674 MiB, 41
2026/01/09 16:18:03.983, 1 %, 2 %, 704 MiB, 41
2026/01/09 16:18:06.984, 2 %, 7 %, 679 MiB, 40
2026/01/09 16:18:09.985, 5 %, 12 %, 678 MiB, 39
2026/01/09 16:18:12.986, 5 %, 12 %, 674 MiB, 39
2026/01/09 16:18:15.988, 5 %, 12 %, 674 MiB, 39
2026/01/09 16:18:18.988, 1 %, 2 %, 679 MiB, 40
2026/01/09 16:18:21.990, 1 %, 2 %, 675 MiB, 40
2026/01/09 16:18:24.991, 1 %, 2 %, 674 MiB, 40
2026/01/09 16:18:27.993, 1 %, 2 %, 674 MiB, 41
2026/01/09 16:18:30.994, 0 %, 1 %, 695 MiB, 41
2026/01/09 16:18:33.995, 6 %, 4 %, 709 MiB, 41
2026/01/09 16:18:36.996, 0 %, 1 %, 705 MiB, 41
2026/01/09 16:18:39.998, 0 %, 1 %, 670 MiB, 41
2026/01/09 16:18:42.999, 3 %, 3 %, 693 MiB, 41
2026/01/09 16:18:46.001, 1 %, 2 %, 691 MiB, 41
2026/01/09 16:18:49.002, 1 %, 2 %, 672 MiB, 41
2026/01/09 16:18:52.003, 5 %, 4 %, 677 MiB, 41
2026/01/09 16:18:55.005, 10 %, 7 %, 711 MiB, 41
2026/01/09 16:18:58.006, 1 %, 2 %, 700 MiB, 41
2026/01/09 16:19:01.007, 2 %, 6 %, 668 MiB, 40
2026/01/09 16:19:04.008, 5 %, 11 %, 673 MiB, 39
2026/01/09 16:19:07.010, 5 %, 11 %, 668 MiB, 39
2026/01/09 16:19:10.011, 5 %, 12 %, 659 MiB, 39
2026/01/09 16:19:13.012, 27 %, 23 %, 667 MiB, 39
2026/01/09 16:19:16.014, 0 %, 2 %, 703 MiB, 40
2026/01/09 16:19:19.016, 1 %, 2 %, 696 MiB, 41
2026/01/09 16:19:22.017, 1 %, 2 %, 670 MiB, 41
2026/01/09 16:19:25.019, 0 %, 1 %, 684 MiB, 41
2026/01/09 16:19:28.020, 1 %, 2 %, 687 MiB, 41
2026/01/09 16:19:31.022, 1 %, 2 %, 684 MiB, 41
2026/01/09 16:19:34.023, 1 %, 2 %, 681 MiB, 41
2026/01/09 16:19:37.024, 1 %, 2 %, 671 MiB, 41
2026/01/09 16:19:40.026, 1 %, 2 %, 663 MiB, 41
2026/01/09 16:19:43.027, 1 %, 2 %, 665 MiB, 41
2026/01/09 16:19:46.028, 1 %, 2 %, 667 MiB, 41
2026/01/09 16:19:49.030, 2 %, 7 %, 662 MiB, 41
2026/01/09 16:19:52.031, 14 %, 15 %, 698 MiB, 40
2026/01/09 16:19:55.032, 11 %, 16 %, 680 MiB, 40
2026/01/09 16:19:58.033, 10 %, 15 %, 672 MiB, 39
2026/01/09 16:20:01.034, 40 %, 33 %, 673 MiB, 39
2026/01/09 16:20:04.036, 2 %, 2 %, 689 MiB, 41
2026/01/09 16:20:07.037, 1 %, 2 %, 688 MiB, 41
2026/01/09 16:20:10.038, 1 %, 2 %, 671 MiB, 41
2026/01/09 16:20:13.039, 1 %, 2 %, 665 MiB, 41
2026/01/09 16:20:16.041, 1 %, 2 %, 684 MiB, 41
2026/01/09 16:20:19.042, 1 %, 2 %, 677 MiB, 41
2026/01/09 16:20:22.043, 6 %, 4 %, 683 MiB, 41
2026/01/09 16:20:25.044, 6 %, 4 %, 683 MiB, 41
2026/01/09 16:20:28.045, 1 %, 2 %, 678 MiB, 41
2026/01/09 16:20:31.047, 1 %, 2 %, 678 MiB, 41
2026/01/09 16:20:34.048, 5 %, 4 %, 666 MiB, 41
2026/01/09 16:20:37.049, 5 %, 4 %, 664 MiB, 41
2026/01/09 16:20:40.050, 0 %, 5 %, 661 MiB, 40
2026/01/09 16:20:43.050, 15 %, 18 %, 660 MiB, 40
2026/01/09 16:20:46.051, 5 %, 12 %, 660 MiB, 40
2026/01/09 16:20:49.052, 8 %, 5 %, 660 MiB, 41
2026/01/09 16:20:52.052, 1 %, 2 %, 660 MiB, 41
2026/01/09 16:20:55.053, 2 %, 2 %, 660 MiB, 41
2026/01/09 16:20:58.054, 1 %, 2 %, 660 MiB, 41
2026/01/09 16:21:01.055, 1 %, 2 %, 659 MiB, 41
2026/01/09 16:21:04.056, 6 %, 4 %, 659 MiB, 41
2026/01/09 16:21:07.057, 1 %, 2 %, 661 MiB, 41
2026/01/09 16:21:10.059, 3 %, 3 %, 660 MiB, 41
2026/01/09 16:21:13.060, 1 %, 2 %, 659 MiB, 41
2026/01/09 16:21:16.061, 1 %, 2 %, 660 MiB, 41
2026/01/09 16:21:19.063, 3 %, 3 %, 659 MiB, 41
2026/01/09 16:21:22.064, 0 %, 1 %, 663 MiB, 41
2026/01/09 16:21:25.065, 1 %, 2 %, 667 MiB, 42
2026/01/09 16:21:28.067, 12 %, 14 %, 662 MiB, 41
2026/01/09 16:21:31.068, 5 %, 12 %, 662 MiB, 40
2026/01/09 16:21:34.070, 5 %, 12 %, 662 MiB, 40
2026/01/09 16:21:37.071, 6 %, 12 %, 662 MiB, 39
2026/01/09 16:21:40.072, 4 %, 3 %, 662 MiB, 40
2026/01/09 16:21:43.073, 1 %, 2 %, 662 MiB, 41
2026/01/09 16:21:46.074, 3 %, 2 %, 710 MiB, 41
2026/01/09 16:21:49.076, 1 %, 2 %, 712 MiB, 41
2026/01/09 16:21:52.076, 12 %, 8 %, 683 MiB, 41
2026/01/09 16:21:55.077, 3 %, 3 %, 682 MiB, 41
2026/01/09 16:21:58.078, 0 %, 1 %, 704 MiB, 41
2026/01/09 16:22:01.079, 6 %, 4 %, 678 MiB, 41
2026/01/09 16:22:04.080, 9 %, 6 %, 663 MiB, 41
2026/01/09 16:22:07.081, 5 %, 4 %, 681 MiB, 42
2026/01/09 16:22:10.083, 2 %, 2 %, 680 MiB, 41
2026/01/09 16:22:13.084, 3 %, 3 %, 674 MiB, 41
2026/01/09 16:22:16.084, 9 %, 6 %, 677 MiB, 42
2026/01/09 16:22:19.085, 9 %, 6 %, 676 MiB, 42
2026/01/09 16:22:22.086, 7 %, 5 %, 673 MiB, 42
2026/01/09 16:22:25.086, 20 %, 19 %, 672 MiB, 41
2026/01/09 16:22:28.089, 10 %, 6 %, 672 MiB, 41
2026/01/09 16:22:31.090, 1 %, 2 %, 676 MiB, 42
2026/01/09 16:22:34.091, 1 %, 2 %, 669 MiB, 42
2026/01/09 16:22:37.092, 1 %, 2 %, 662 MiB, 42
2026/01/09 16:22:40.094, 1 %, 2 %, 662 MiB, 42
2026/01/09 16:22:43.096, 1 %, 2 %, 662 MiB, 42
2026/01/09 16:22:46.097, 0 %, 1 %, 662 MiB, 42
2026/01/09 16:22:49.098, 0 %, 1 %, 660 MiB, 42
2026/01/09 16:22:52.100, 2 %, 2 %, 660 MiB, 42
2026/01/09 16:22:55.101, 2 %, 2 %, 660 MiB, 42
2026/01/09 16:22:58.103, 2 %, 2 %, 660 MiB, 42
2026/01/09 16:23:01.104, 2 %, 2 %, 660 MiB, 42
2026/01/09 16:23:04.106, 2 %, 2 %, 660 MiB, 42
2026/01/09 16:23:07.107, 2 %, 2 %, 660 MiB, 42
2026/01/09 16:23:10.108, 2 %, 2 %, 660 MiB, 42
2026/01/09 16:23:13.110, 4 %, 8 %, 660 MiB, 41
2026/01/09 16:23:16.110, 7 %, 12 %, 660 MiB, 40
2026/01/09 16:23:19.112, 6 %, 11 %, 660 MiB, 40
2026/01/09 16:23:22.113, 6 %, 11 %, 660 MiB, 40
2026/01/09 16:23:25.115, 6 %, 12 %, 660 MiB, 40
2026/01/09 16:23:28.115, 0 %, 1 %, 671 MiB, 41
2026/01/09 16:23:31.117, 1 %, 2 %, 667 MiB, 41
2026/01/09 16:23:34.118, 0 %, 1 %, 660 MiB, 41
2026/01/09 16:23:37.119, 2 %, 2 %, 674 MiB, 41
2026/01/09 16:23:40.121, 1 %, 2 %, 698 MiB, 41
2026/01/09 16:23:43.122, 1 %, 2 %, 691 MiB, 41
2026/01/09 16:23:46.123, 1 %, 2 %, 669 MiB, 41
2026/01/09 16:23:49.124, 1 %, 2 %, 689 MiB, 41
2026/01/09 16:23:52.126, 1 %, 1 %, 684 MiB, 41
2026/01/09 16:23:55.127, 0 %, 1 %, 675 MiB, 41
2026/01/09 16:23:58.128, 0 %, 1 %, 658 MiB, 41
2026/01/09 16:24:01.130, 3 %, 2 %, 663 MiB, 41
2026/01/09 16:24:04.131, 0 %, 1 %, 660 MiB, 41
2026/01/09 16:24:07.132, 0 %, 1 %, 659 MiB, 41
2026/01/09 16:24:10.133, 0 %, 5 %, 659 MiB, 41
2026/01/09 16:24:13.135, 1 %, 9 %, 659 MiB, 40
2026/01/09 16:24:16.136, 1 %, 9 %, 659 MiB, 40
2026/01/09 16:24:19.137, 3 %, 9 %, 660 MiB, 39
2026/01/09 16:24:22.139, 0 %, 9 %, 660 MiB, 39
2026/01/09 16:24:25.140, 0 %, 9 %, 660 MiB, 39
2026/01/09 16:24:28.141, 0 %, 9 %, 660 MiB, 39
2026/01/09 16:24:31.143, 23 %, 13 %, 660 MiB, 39
2026/01/09 16:24:34.144, 0 %, 9 %, 660 MiB, 39
2026/01/09 16:24:37.145, 1 %, 9 %, 659 MiB, 39
2026/01/09 16:24:40.146, 4 %, 4 %, 696 MiB, 40
2026/01/09 16:24:43.147, 2 %, 2 %, 662 MiB, 40
2026/01/09 16:24:46.149, 0 %, 1 %, 658 MiB, 41
2026/01/09 16:24:49.150, 0 %, 1 %, 656 MiB, 41
2026/01/09 16:24:52.151, 0 %, 1 %, 656 MiB, 41
2026/01/09 16:24:55.153, 0 %, 1 %, 656 MiB, 41
2026/01/09 16:24:58.154, 0 %, 1 %, 656 MiB, 41
2026/01/09 16:25:01.155, 0 %, 1 %, 656 MiB, 41
2026/01/09 16:25:04.157, 0 %, 5 %, 656 MiB, 40
2026/01/09 16:25:07.158, 0 %, 9 %, 656 MiB, 39
2026/01/09 16:25:10.162, 1 %, 9 %, 656 MiB, 39
2026/01/09 16:25:13.163, 16 %, 12 %, 657 MiB, 39
2026/01/09 16:25:16.164, 0 %, 9 %, 657 MiB, 39
2026/01/09 16:25:19.166, 0 %, 9 %, 657 MiB, 39
2026/01/09 16:25:22.168, 0 %, 9 %, 657 MiB, 39
2026/01/09 16:25:25.169, 0 %, 9 %, 657 MiB, 38
2026/01/09 16:25:28.171, 0 %, 9 %, 657 MiB, 38
2026/01/09 16:25:31.172, 0 %, 9 %, 657 MiB, 38
2026/01/09 16:25:34.173, 0 %, 9 %, 657 MiB, 38
2026/01/09 16:25:37.174, 0 %, 9 %, 657 MiB, 38
2026/01/09 16:25:40.176, 0 %, 9 %, 657 MiB, 38
2026/01/09 16:25:43.177, 0 %, 9 %, 656 MiB, 38
2026/01/09 16:25:46.179, 0 %, 9 %, 656 MiB, 38
2026/01/09 16:25:49.180, 1 %, 9 %, 656 MiB, 38
2026/01/09 16:25:52.181, 0 %, 9 %, 656 MiB, 38
2026/01/09 16:25:55.183, 1 %, 9 %, 656 MiB, 38
2026/01/09 16:25:58.185, 4 %, 10 %, 686 MiB, 38
2026/01/09 16:26:01.186, 0 %, 1 %, 675 MiB, 39
2026/01/09 16:26:04.187, 2 %, 6 %, 692 MiB, 38
2026/01/09 16:26:07.188, 8 %, 5 %, 695 MiB, 39
2026/01/09 16:26:10.189, 1 %, 2 %, 695 MiB, 39
2026/01/09 16:26:13.190, 3 %, 3 %, 687 MiB, 40
2026/01/09 16:26:16.191, 0 %, 2 %, 671 MiB, 40
2026/01/09 16:26:19.192, 0 %, 1 %, 662 MiB, 40
2026/01/09 16:26:22.193, 0 %, 1 %, 662 MiB, 40
2026/01/09 16:26:25.193, 10 %, 7 %, 658 MiB, 40
2026/01/09 16:26:28.194, 0 %, 1 %, 658 MiB, 40
2026/01/09 16:26:31.194, 0 %, 1 %, 663 MiB, 40
2026/01/09 16:26:34.195, 3 %, 3 %, 662 MiB, 40
2026/01/09 16:26:37.196, 0 %, 1 %, 662 MiB, 41
2026/01/09 16:26:40.197, 6 %, 3 %, 713 MiB, 41
2026/01/09 16:26:43.198, 0 %, 1 %, 671 MiB, 41
2026/01/09 16:26:46.200, 9 %, 2 %, 658 MiB, 41
2026/01/09 16:26:49.201, 0 %, 1 %, 658 MiB, 41
2026/01/09 16:26:52.202, 30 %, 26 %, 663 MiB, 40
2026/01/09 16:26:55.204, 0 %, 10 %, 665 MiB, 39
2026/01/09 16:26:58.205, 7 %, 11 %, 688 MiB, 39
2026/01/09 16:27:01.206, 6 %, 4 %, 681 MiB, 40
2026/01/09 16:27:04.207, 0 %, 1 %, 677 MiB, 41
2026/01/09 16:27:07.208, 0 %, 1 %, 654 MiB, 41
2026/01/09 16:27:10.209, 0 %, 1 %, 677 MiB, 41
2026/01/09 16:27:13.211, 1 %, 2 %, 689 MiB, 41
2026/01/09 16:27:16.212, 0 %, 1 %, 687 MiB, 41
2026/01/09 16:27:19.213, 0 %, 1 %, 665 MiB, 41
2026/01/09 16:27:22.214, 0 %, 1 %, 666 MiB, 41
2026/01/09 16:27:25.215, 0 %, 1 %, 669 MiB, 41
2026/01/09 16:27:28.217, 0 %, 1 %, 670 MiB, 41
2026/01/09 16:27:31.218, 0 %, 1 %, 668 MiB, 41
2026/01/09 16:27:34.219, 1 %, 2 %, 671 MiB, 41
2026/01/09 16:27:37.221, 1 %, 2 %, 671 MiB, 41
2026/01/09 16:27:40.221, 0 %, 5 %, 684 MiB, 41
2026/01/09 16:27:43.223, 34 %, 32 %, 685 MiB, 40
2026/01/09 16:27:46.224, 6 %, 4 %, 679 MiB, 41
2026/01/09 16:27:49.225, 0 %, 1 %, 680 MiB, 41
2026/01/09 16:27:52.226, 0 %, 1 %, 676 MiB, 41
2026/01/09 16:27:55.227, 0 %, 1 %, 669 MiB, 41
2026/01/09 16:27:58.229, 0 %, 1 %, 652 MiB, 41
2026/01/09 16:28:01.230, 0 %, 1 %, 652 MiB, 41
2026/01/09 16:28:04.231, 0 %, 1 %, 653 MiB, 41
2026/01/09 16:28:07.233, 2 %, 2 %, 683 MiB, 42
2026/01/09 16:28:10.234, 1 %, 2 %, 678 MiB, 41
2026/01/09 16:28:13.236, 2 %, 3 %, 677 MiB, 42
2026/01/09 16:28:16.237, 0 %, 1 %, 670 MiB, 42
2026/01/09 16:28:19.238, 0 %, 1 %, 657 MiB, 42
2026/01/09 16:28:22.240, 6 %, 2 %, 652 MiB, 42
2026/01/09 16:28:25.241, 0 %, 1 %, 653 MiB, 42
2026/01/09 16:28:28.242, 8 %, 5 %, 683 MiB, 42
2026/01/09 16:28:31.243, 26 %, 23 %, 688 MiB, 41
2026/01/09 16:28:34.244, 5 %, 13 %, 685 MiB, 40
2026/01/09 16:28:37.246, 5 %, 13 %, 676 MiB, 40
2026/01/09 16:28:40.247, 11 %, 12 %, 684 MiB, 40
2026/01/09 16:28:43.248, 13 %, 13 %, 683 MiB, 40
2026/01/09 16:28:46.250, 7 %, 10 %, 686 MiB, 40
2026/01/09 16:28:49.251, 0 %, 5 %, 685 MiB, 39
2026/01/09 16:28:52.252, 22 %, 21 %, 675 MiB, 39
2026/01/09 16:28:55.253, 2 %, 7 %, 677 MiB, 39
2026/01/09 16:28:58.254, 2 %, 7 %, 690 MiB, 39
2026/01/09 16:29:01.256, 0 %, 5 %, 689 MiB, 39
2026/01/09 16:29:04.256, 13 %, 14 %, 659 MiB, 39
2026/01/09 16:29:07.257, 19 %, 19 %, 660 MiB, 39
2026/01/09 16:29:10.259, 8 %, 11 %, 660 MiB, 39
2026/01/09 16:29:13.260, 5 %, 9 %, 659 MiB, 39
2026/01/09 16:29:16.261, 2 %, 6 %, 659 MiB, 39
2026/01/09 16:29:19.262, 0 %, 5 %, 659 MiB, 39
2026/01/09 16:29:22.264, 9 %, 6 %, 687 MiB, 40
2026/01/09 16:29:25.265, 0 %, 1 %, 684 MiB, 40
2026/01/09 16:29:28.266, 1 %, 2 %, 665 MiB, 40
2026/01/09 16:29:31.267, 8 %, 6 %, 680 MiB, 40
2026/01/09 16:29:34.268, 10 %, 7 %, 686 MiB, 41
2026/01/09 16:29:37.270, 1 %, 2 %, 685 MiB, 41
2026/01/09 16:29:40.271, 2 %, 2 %, 687 MiB, 41
2026/01/09 16:29:43.272, 2 %, 2 %, 689 MiB, 41
2026/01/09 16:29:46.274, 0 %, 1 %, 681 MiB, 41
2026/01/09 16:29:49.275, 0 %, 1 %, 660 MiB, 41
2026/01/09 16:29:52.276, 9 %, 6 %, 657 MiB, 41
2026/01/09 16:29:55.277, 0 %, 1 %, 673 MiB, 41
2026/01/09 16:29:58.278, 0 %, 1 %, 658 MiB, 41
2026/01/09 16:30:01.280, 8 %, 5 %, 656 MiB, 41
2026/01/09 16:30:04.281, 1 %, 2 %, 662 MiB, 41
2026/01/09 16:30:07.283, 3 %, 7 %, 666 MiB, 41
2026/01/09 16:30:10.284, 0 %, 9 %, 663 MiB, 40
2026/01/09 16:30:13.285, 8 %, 6 %, 663 MiB, 40
2026/01/09 16:30:16.287, 2 %, 2 %, 674 MiB, 41
2026/01/09 16:30:19.288, 13 %, 8 %, 681 MiB, 41
2026/01/09 16:30:22.289, 1 %, 2 %, 686 MiB, 41
2026/01/09 16:30:25.290, 11 %, 7 %, 688 MiB, 41
2026/01/09 16:30:28.291, 0 %, 1 %, 685 MiB, 41
2026/01/09 16:30:31.292, 0 %, 1 %, 676 MiB, 41
2026/01/09 16:30:34.293, 0 %, 1 %, 661 MiB, 41
2026/01/09 16:30:37.295, 5 %, 4 %, 660 MiB, 41
2026/01/09 16:30:40.295, 0 %, 1 %, 657 MiB, 41
2026/01/09 16:30:43.297, 0 %, 1 %, 659 MiB, 41
2026/01/09 16:30:46.298, 1 %, 2 %, 663 MiB, 41
2026/01/09 16:30:49.299, 1 %, 2 %, 669 MiB, 41
2026/01/09 16:30:52.300, 4 %, 3 %, 678 MiB, 42
2026/01/09 16:30:55.301, 10 %, 7 %, 681 MiB, 42
2026/01/09 16:30:58.302, 5 %, 4 %, 708 MiB, 42
2026/01/09 16:31:01.303, 5 %, 7 %, 701 MiB, 40
2026/01/09 16:31:04.304, 0 %, 10 %, 697 MiB, 40
2026/01/09 16:31:07.305, 2 %, 6 %, 707 MiB, 40
2026/01/09 16:31:10.306, 32 %, 28 %, 723 MiB, 40
2026/01/09 16:31:13.307, 0 %, 5 %, 722 MiB, 40
2026/01/09 16:31:16.308, 0 %, 5 %, 692 MiB, 40
2026/01/09 16:31:19.309, 1 %, 5 %, 692 MiB, 39
2026/01/09 16:31:22.310, 0 %, 5 %, 698 MiB, 39
2026/01/09 16:31:25.311, 8 %, 11 %, 693 MiB, 39
2026/01/09 16:31:28.312, 0 %, 5 %, 665 MiB, 39
2026/01/09 16:31:31.313, 0 %, 5 %, 671 MiB, 39
2026/01/09 16:31:34.314, 0 %, 5 %, 683 MiB, 39
2026/01/09 16:31:37.316, 27 %, 25 %, 684 MiB, 39
2026/01/09 16:31:40.316, 0 %, 5 %, 689 MiB, 39
2026/01/09 16:31:43.317, 2 %, 7 %, 670 MiB, 39
2026/01/09 16:31:46.319, 15 %, 16 %, 667 MiB, 39
2026/01/09 16:31:49.320, 0 %, 5 %, 667 MiB, 39
2026/01/09 16:31:52.322, 0 %, 9 %, 659 MiB, 39
2026/01/09 16:31:55.323, 0 %, 1 %, 666 MiB, 40
